Original_Label	RootTips_ID	Rhizo_ID	Treatment_LandUseHistory	Salvage_Harvest_Status	Treatment_Moisture	Logging	Treatment_GermintationRate	Height	MeanCanWidth	AbovegroundBiomass	RootDryMass	RootToShootRatio	pH	Texture_Name	Texture_PercentClay	Texture_PercentSilt	Texture_PercentSand	Total_C_percent	Total_N_percent	Na_waterextract_mgperL	NH4_waterextract_mgperL	K_waterextract_mgperL	Mg_waterextract_mgperL	Ca_waterextract_mgperL	Cl_waterextract_mgperL	NO3_waterextract_mgperL	PO4_waterextract_mgperL	SO4_waterextract_mgperL	Fungal_Shannons_Rhizo	Fungal_ObservedFeatures_Rhizo	Fungal_EMF_RA_Rhizo	Fungal_EMF_ObservedFeatures_Rhizo	Fungal_PlantPathogen_RA_Rhizo	Fungal_FungalParasite_RA_Rhizo	Fungal_Shannons_RootTips	Fungal_ObservedFeatures_RootTips	Fungal_EMF_RA_RootTips	Fungal_EMF_ObservedFeatures_RootTips	Fungal_PlantPathogen_RA_RootTips	Fungal_FungalParasite_RA_RootTips	Prokayote_Shannons_Rhizo	Prokayote_ObservedFeatures_Rhizo	vip_mean_ITS_rhizosphere_height_positiveassociations	vip_mean_ITS_rhizosphere_height_negativeassociations	vip_mean_ITS_rhizosphere_meancanwidth_positiveassociations	vip_mean_ITS_rhizosphere_meancanwidth_negativeassociations	vip_mean_ITS_rhizosphere_roottoshootratio_positiveassociations	vip_mean_ITS_rhizosphere_roottoshootratio_negativeassociations	vip_mean_ITS_rhizosphere_abovegroundbiomass_positiveassociations	vip_mean_ITS_rhizosphere_abovegroundbiomass_negativeassociations	vip_mean_ITS_rhizosphere_rootdrymass_positiveassociations	vip_mean_ITS_rhizosphere_rootdrymass_negativeassociations	vip_mean_ITS_roottips_height_positiveassociations	vip_mean_ITS_roottips_height_negativeassociations	vip_mean_ITS_roottips_meancanwidth_positiveassociations	vip_mean_ITS_roottips_roottoshootratio_positiveassociations	vip_mean_ITS_roottips_roottoshootratio_negativeassociations	vip_mean_ITS_roottips_abovegroundbiomass_positiveassociations	vip_mean_ITS_roottips_rootdrymass_positiveassociations	vip_mean_ITS_roottips_rootdrymass_negativeassociations
RC_W_16	NA	SFSP166	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	4.8	4.65	0.111	0.648892606	5.845879333	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.721355996	154	0.228669712	7	0.001781929	0.000122892	NA	NA	NA	NA	NA	NA	5.655581871	794	0.000293788	0.000141325	6.76E-05	0.000614458	0.000223332	0.000199699	5.44E-05	0.000307229	0.000593045	0.000235542	NA	NA	NA	NA	NA	NA	NA	NA
RC_W_17	RT79	SFSP167	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	4.3	3.65	0.1428	0.3025	2.118347339	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.120615148	188	0.155375552	8	0.004428837	0.000603932	0.730250979	74	0.972536121	7	0.000255638	0.001752944	5.891980065	1035	0.000370468	0.000162167	0.000272888	0.000671036	0.000208193	0.000433688	0.000135928	0.000335518	0.000605966	0.000182671	0.000155209	0.010262029	0.00010753	0.000100429	0	0	0.000208032	0.000758451
RC_W_19	NA	NA	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	4.6	3.5	0.1591	0.3458	2.173475801	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RC_W_20	RT80	SFSP168	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	4.9	3.8	0.1385	0.3915	2.826714801	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.179365666	262	0.277259569	12	0.0068586	0.000516412	0.698382667	117	0.954237612	12	0.002031316	0	NA	NA	7.36E-05	0.000192848	9.04E-05	0.000746377	0.000177206	0.000538826	5.21E-05	0.000419585	0.000542331	0.000259103	0.000462689	0.002556073	0.000308459	0	0	0.000124136	0.000811317	0.000191571
RC_W_22	NA	SFSP169	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	4.3	3.35	0.0897	0.753671726	8.402137415	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.698451276	211	0.005601986	8	0.002169064	0.004722714	NA	NA	NA	NA	NA	NA	5.674265928	993	0.000212484	0.000196139	3.38E-05	0.000899931	0.009808713	0.000307669	4.02E-05	0.000467272	0.001455366	0.00012905	NA	NA	NA	NA	NA	NA	NA	NA
RC_W_23	NA	NA	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	3.2	2.8	NA	0.276726836	NA	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RC_W_25	RT81	NA	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	4.3	5.4	0.3041	0.4821	1.585333772	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.145423316	172	0.814724647	11	0.000255975	0.00109371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000484801	0.000124109	0.021393278	0	0.032089917	0.03159736	0.000950763	0.000191272
RC_W_26	NA	SFSP170	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	5	4.5	0.139	1.454678897	10.4653158	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.026911155	241	0.225558365	11	0.004825598	0.006427456	NA	NA	NA	NA	NA	NA	6.023968311	1013	0.000271565	0.000174202	0.000160186	0.000845981	0.010940383	0.000337058	9.86E-05	0.000435505	0.017272157	0.000175759	NA	NA	NA	NA	NA	NA	NA	NA
RC_W_27	NA	SFSP171	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	4.3	3.65	0.0996	0.737444011	7.404056335	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.184822237	237	0.542559834	9	0.004043127	0.001835178	NA	NA	NA	NA	NA	NA	6.111813248	1293	0.000206099	0.000339795	4.01E-05	0.00150542	0.012084162	0.000560749	0.000152196	0.000831565	0.00077856	0.000379143	NA	NA	NA	NA	NA	NA	NA	NA
RC_W_28	NA	NA	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	NA	NA	0.1043	0.2577	2.47075743	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RC_W_29	NA	NA	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	4.6	4.65	0.166	0.3597	2.16686747	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
